test_type,protocol,iteration,phase,duration_us
connection_phase,SPVA_CERTMON,1,total,22284
connection_phase,SPVA_CERTMON,2,search,2742
connection_phase,SPVA_CERTMON,2,tcp_connect,3744
connection_phase,SPVA_CERTMON,2,validation,402
connection_phase,SPVA_CERTMON,2,create_channel,13452
connection_phase,SPVA_CERTMON,2,total,20340
connection_phase,SPVA_CERTMON,3,search,1256
connection_phase,SPVA_CERTMON,3,tcp_connect,3991
connection_phase,SPVA_CERTMON,3,validation,432
connection_phase,SPVA_CERTMON,3,create_channel,15525
connection_phase,SPVA_CERTMON,3,total,21204
connection_phase,SPVA_CERTMON,4,search,9954
connection_phase,SPVA_CERTMON,4,tcp_connect,16557
connection_phase,SPVA_CERTMON,4,validation,414
connection_phase,SPVA_CERTMON,4,create_channel,12647
connection_phase,SPVA_CERTMON,4,total,39572
connection_phase,SPVA_CERTMON,5,search,2942
connection_phase,SPVA_CERTMON,5,tcp_connect,20134
connection_phase,SPVA_CERTMON,5,validation,1060
connection_phase,SPVA_CERTMON,5,create_channel,16589
connection_phase,SPVA_CERTMON,5,total,40725
connection_phase,SPVA_CERTMON,6,search,2173
connection_phase,SPVA_CERTMON,6,tcp_connect,18178
connection_phase,SPVA_CERTMON,6,validation,1809
connection_phase,SPVA_CERTMON,6,create_channel,15433
connection_phase,SPVA_CERTMON,6,total,37593
connection_phase,SPVA_CERTMON,7,search,3911
connection_phase,SPVA_CERTMON,7,tcp_connect,14049
connection_phase,SPVA_CERTMON,7,validation,533
connection_phase,SPVA_CERTMON,7,create_channel,15653
connection_phase,SPVA_CERTMON,7,total,34146
connection_phase,SPVA_CERTMON,8,search,17911
connection_phase,SPVA_CERTMON,8,tcp_connect,10751
connection_phase,SPVA_CERTMON,8,validation,980
connection_phase,SPVA_CERTMON,8,create_channel,18069
connection_phase,SPVA_CERTMON,8,total,47711
connection_phase,SPVA_CERTMON,9,search,3859
connection_phase,SPVA_CERTMON,9,tcp_connect,11945
connection_phase,SPVA_CERTMON,9,validation,798
connection_phase,SPVA_CERTMON,9,create_channel,12562
connection_phase,SPVA_CERTMON,9,total,29164
connection_phase,SPVA_CERTMON,10,search,2722
connection_phase,SPVA_CERTMON,10,tcp_connect,34411
connection_phase,SPVA_CERTMON,10,validation,378
connection_phase,SPVA_CERTMON,10,create_channel,13440
connection_phase,SPVA_CERTMON,10,total,50951
connection_phase,SPVA_CERTMON,11,search,4687
connection_phase,SPVA_CERTMON,11,tcp_connect,17015
connection_phase,SPVA_CERTMON,11,validation,544
connection_phase,SPVA_CERTMON,11,create_channel,12992
connection_phase,SPVA_CERTMON,11,total,35238
connection_phase,SPVA_CERTMON,12,search,2648
connection_phase,SPVA_CERTMON,12,tcp_connect,21425
connection_phase,SPVA_CERTMON,12,validation,612
connection_phase,SPVA_CERTMON,12,create_channel,14487
connection_phase,SPVA_CERTMON,12,total,39172
connection_phase,SPVA_CERTMON,13,search,2552
connection_phase,SPVA_CERTMON,13,tcp_connect,3799
connection_phase,SPVA_CERTMON,13,validation,807
connection_phase,SPVA_CERTMON,13,create_channel,19372
connection_phase,SPVA_CERTMON,13,total,26530
connection_phase,SPVA_CERTMON,14,search,14368
connection_phase,SPVA_CERTMON,14,tcp_connect,4856
connection_phase,SPVA_CERTMON,14,validation,607
connection_phase,SPVA_CERTMON,14,create_channel,14317
connection_phase,SPVA_CERTMON,14,total,34148
connection_phase,SPVA_CERTMON,15,search,3842
connection_phase,SPVA_CERTMON,15,tcp_connect,28052
connection_phase,SPVA_CERTMON,15,validation,455
connection_phase,SPVA_CERTMON,15,create_channel,12310
connection_phase,SPVA_CERTMON,15,total,44659
connection_phase,SPVA_CERTMON,16,search,3381
connection_phase,SPVA_CERTMON,16,tcp_connect,10183
connection_phase,SPVA_CERTMON,16,validation,386
connection_phase,SPVA_CERTMON,16,create_channel,19139
connection_phase,SPVA_CERTMON,16,total,33089
connection_phase,SPVA_CERTMON,17,search,3295
connection_phase,SPVA_CERTMON,17,tcp_connect,17931
connection_phase,SPVA_CERTMON,17,validation,4407
connection_phase,SPVA_CERTMON,17,create_channel,12490
connection_phase,SPVA_CERTMON,17,total,38123
connection_phase,SPVA_CERTMON,18,search,984
connection_phase,SPVA_CERTMON,18,tcp_connect,5104
connection_phase,SPVA_CERTMON,18,validation,1960
connection_phase,SPVA_CERTMON,18,create_channel,15112
connection_phase,SPVA_CERTMON,18,total,23160
connection_phase,SPVA_CERTMON,19,search,2572
connection_phase,SPVA_CERTMON,19,tcp_connect,3999
connection_phase,SPVA_CERTMON,19,validation,533
connection_phase,SPVA_CERTMON,19,create_channel,15628
connection_phase,SPVA_CERTMON,19,total,22732
connection_phase,SPVA_CERTMON,20,search,4795
connection_phase,SPVA_CERTMON,20,tcp_connect,4339
connection_phase,SPVA_CERTMON,20,validation,611
connection_phase,SPVA_CERTMON,20,create_channel,14478
connection_phase,SPVA_CERTMON,20,total,24223
connection_phase,SPVA_CERTMON,21,search,4576
connection_phase,SPVA_CERTMON,21,tcp_connect,14357
connection_phase,SPVA_CERTMON,21,validation,464
connection_phase,SPVA_CERTMON,21,create_channel,20750
connection_phase,SPVA_CERTMON,21,total,40147
connection_phase,SPVA_CERTMON,22,search,4634
connection_phase,SPVA_CERTMON,22,tcp_connect,17684
connection_phase,SPVA_CERTMON,22,validation,420
connection_phase,SPVA_CERTMON,22,create_channel,19100
connection_phase,SPVA_CERTMON,22,total,41838
connection_phase,SPVA_CERTMON,23,search,3064
connection_phase,SPVA_CERTMON,23,tcp_connect,12323
connection_phase,SPVA_CERTMON,23,validation,77
connection_phase,SPVA_CERTMON,23,create_channel,15027
connection_phase,SPVA_CERTMON,23,total,30491
connection_phase,SPVA_CERTMON,24,search,10968
connection_phase,SPVA_CERTMON,24,tcp_connect,3625
connection_phase,SPVA_CERTMON,24,validation,580
connection_phase,SPVA_CERTMON,24,create_channel,12346
connection_phase,SPVA_CERTMON,24,total,27519
connection_phase,SPVA_CERTMON,25,search,2408
connection_phase,SPVA_CERTMON,25,tcp_connect,16065
connection_phase,SPVA_CERTMON,25,validation,780
connection_phase,SPVA_CERTMON,25,create_channel,18972
connection_phase,SPVA_CERTMON,25,total,38225
